"User_ID","Gender","Age","Height","Weight","Duration","Heart_Rate","Body_Temp","Calories"
11700423,"female",33,182,77,24,102,40.7,133
12939402,"male",63,158,63,17,95,40.2,94
13173787,"female",25,157,54,3,76,38.4,9
17857766,"male",54,186,84,28,110,40.9,219
12734403,"male",30,197,103,27,109,40.5,187
12564633,"male",25,187,91,13,89,40,44
13580732,"female",52,161,63,14,96,40,76
16087023,"female",23,169,64,30,116,40.5,212
18459003,"male",25,162,63,25,106,40.4,135
19150517,"male",65,186,85,17,96,40.5,107
14665685,"male",77,188,94,12,104,39.9,99
17592324,"male",50,193,96,3,86,38.1,13
15103183,"male",27,189,95,15,91,40,59
10714333,"male",29,181,77,13,97,40.1,59
18700525,"male",29,180,82,10,85,39.9,28
16990304,"male",27,179,75,20,101,41,100
16402578,"female",29,163,59,26,111,40.9,174
14043610,"female",57,168,65,4,79,39.1,15
13381303,"female",68,164,67,30,110,41.2,215
14427167,"male",32,174,76,9,98,39.4,43
13095014,"female",64,182,83,25,105,40.9,158
14950375,"female",44,166,57,22,106,40.6,142
18253763,"male",52,184,85,6,89,39.2,28
17891487,"female",48,168,64,24,106,40.7,154
19550523,"male",21,184,89,22,104,40.6,120
15323218,"female",47,161,67,25,103,40.5,151
14766422,"female",37,164,66,27,104,41.2,162
19140844,"male",27,176,75,7,100,39.6,34
16280456,"female",21,170,70,15,96,40.2,72
11217409,"male",47,187,89,17,97,39.9,96
14951529,"female",63,166,68,26,108,40.8,178
11839944,"female",23,165,61,10,100,39.8,54
10585394,"female",21,157,57,2,77,37.8,6
15418318,"male",36,193,92,19,92,40.5,84
15212726,"female",63,170,70,20,97,40.6,113
12416003,"female",64,161,62,15,102,40.5,95
10377282,"male",51,190,94,21,105,40.4,150
18460190,"female",61,154,57,16,102,40.1,101
18231406,"female",35,164,65,24,106,40.8,148
13608187,"male",20,195,98,25,110,40.7,162
17690546,"female",37,157,56,6,92,39,29
16043164,"male",33,172,79,4,85,38.7,12
15356645,"female",37,157,55,19,100,40.7,109
16445302,"male",46,189,98,14,100,40.3,87
15870486,"female",67,165,67,4,89,38.9,20
11074085,"male",20,164,70,19,99,40.6,80
10477080,"female",44,168,66,25,110,40.7,169
11050750,"female",40,162,63,29,116,40.9,214
15523047,"female",23,170,63,15,99,40.3,79
11622081,"female",39,168,63,29,108,40.7,188
12338269,"female",34,158,61,12,85,39.9,48
13787129,"female",23,158,62,21,97,40.5,106
19274240,"male",35,172,79,25,103,41.3,144
14903579,"female",40,157,56,4,87,38.4,17
10888484,"female",20,170,59,6,83,39.3,21
10855360,"male",26,211,113,15,103,40.1,91
12123004,"female",44,174,67,8,87,39.9,34
17906769,"female",62,168,67,14,95,40,76
16885350,"female",33,169,70,13,89,39.8,55
18733738,"female",26,144,44,15,88,40.2,66
12163303,"male",26,186,87,21,103,40.6,115
19770812,"male",25,200,99,23,100,40.4,121
19417282,"male",29,190,92,22,93,40.5,93
16295152,"male",31,176,75,20,97,40.5,91
12686066,"female",77,174,73,18,98,40.3,107
19227008,"male",77,182,83,28,108,40.8,241
17301298,"male",23,180,73,26,105,41.1,139
13113741,"female",74,186,80,15,92,40.1,78
16417152,"male",63,172,79,15,101,40.5,102
15238431,"male",62,189,98,3,89,38.3,16
15443567,"female",30,176,73,1,89,37.7,4
12151445,"male",24,175,77,18,93,40,66
14477570,"male",27,175,78,19,99,40.5,90
14698541,"female",28,142,44,7,93,39,35
12495645,"female",36,140,47,3,86,38.8,13
14680344,"male",29,188,86,7,83,39.3,18
18484079,"male",32,176,79,3,85,38.7,9
13958299,"male",43,203,103,21,105,40.2,146
12104021,"female",30,170,64,6,86,39,24
17615432,"male",21,168,71,3,78,38.5,3
13442652,"female",54,163,57,26,100,40.6,156
13178607,"male",24,185,90,26,112,40.4,177
11381149,"male",33,176,79,13,101,40,70
15473013,"male",77,201,101,24,109,40.8,220
14150444,"male",43,199,106,28,107,40.7,205
10682662,"female",52,168,68,18,95,40.6,95
15647467,"female",21,171,62,1,76,37.7,3
17037847,"female",22,157,59,24,101,41.1,132
15982368,"female",42,157,59,24,97,40.6,130
15342148,"female",25,163,57,9,84,40,34
11001116,"female",27,181,75,10,89,39.6,41
15922334,"male",41,200,98,2,82,38.1,7
18157346,"female",26,161,60,9,82,39.8,32
13492393,"female",32,157,59,6,86,39.6,24
17086194,"male",65,175,76,6,94,39.2,35
12473959,"male",35,188,89,5,83,39,15
11664944,"female",34,180,73,26,89,40.5,110
15802586,"female",60,183,82,10,92,39.2,49
12529076,"male",32,186,84,10,85,39.9,30
16496960,"female",63,173,67,24,110,40.6,170
18223575,"male",43,178,82,16,101,39.9,94
13628657,"male",26,189,91,30,108,40.7,190
18089884,"female",41,172,74,24,98,40.8,127
11071657,"male",77,190,94,18,98,40.5,132
10935124,"male",35,193,98,10,85,39.7,35
11333721,"female",43,146,51,9,94,39.2,47
19197016,"female",54,155,59,16,91,40.5,80
11965755,"male",44,170,79,7,82,39.4,21
18505208,"male",27,191,92,30,112,40.9,210
12991753,"male",36,195,99,17,101,40.2,101
16455396,"female",63,146,45,14,101,40.1,90
14057358,"male",69,203,107,24,111,41.3,221
12146545,"male",24,169,74,12,93,39.8,43
19798030,"male",29,195,99,21,99,40.6,111
11631170,"female",22,174,73,20,103,40.4,110
14803387,"male",20,178,79,8,88,39.4,22
11742492,"male",38,187,82,9,95,39.5,43
11680010,"female",75,161,64,19,102,40.8,123
18858634,"male",40,184,92,11,95,40,56
10823080,"female",35,170,70,21,94,40.8,101
12578105,"female",52,169,71,19,100,40.5,109
14232180,"male",51,173,77,17,95,40.3,90
19948051,"male",78,181,85,29,107,40.6,248
19606674,"female",20,147,48,12,88,39.6,51
13135068,"female",69,156,61,8,83,39.4,35
10929478,"female",44,174,72,19,102,40.3,111
18607870,"male",42,188,89,16,96,40.2,84
13885303,"male",30,199,103,22,92,40.4,96
12004679,"male",61,165,79,9,88,39.5,43
15060211,"male",73,186,89,5,85,39.1,25
10229285,"female",63,167,67,17,87,40.5,78
11489769,"male",38,181,81,20,101,40.3,113
16987189,"male",28,180,86,16,98,40.2,77
10011832,"male",62,196,97,30,112,40.8,264
17846720,"male",23,193,92,22,110,40.6,143
16551232,"male",63,183,80,28,111,41.2,233
13235889,"female",57,160,60,5,79,39,19
10613350,"female",63,158,61,3,87,38.5,14
16224786,"male",27,196,100,22,101,40.5,121
11949730,"female",21,144,47,2,77,38.1,6
10890442,"male",37,176,83,3,88,38.6,11
11906536,"male",20,184,79,14,96,39.9,56
19230601,"female",22,167,65,26,99,41,135
13788834,"female",72,164,68,15,94,40.2,83
15640292,"female",34,165,61,17,98,40.2,91
18383050,"male",67,183,83,23,103,40.7,170
16307901,"male",45,207,114,16,105,40.3,117
11903056,"female",72,184,79,23,110,40.5,163
15676164,"male",41,185,87,19,104,40.6,121
11597377,"male",24,177,71,27,109,40.8,161
15860789,"female",27,167,63,3,83,38.4,11
11025485,"male",26,193,89,29,111,40.9,196
15103291,"female",66,147,50,2,76,38,7
12642495,"male",59,199,96,14,89,40.5,72
16137215,"female",25,157,58,29,104,40.8,171
14700038,"male",36,181,84,19,101,40.2,107
13943690,"female",37,164,59,26,106,40.6,164
17276463,"female",70,163,62,23,93,40.2,125
15507728,"male",54,180,80,21,105,40.5,147
11160615,"female",67,177,80,3,82,38.6,12
14863545,"male",26,185,85,3,86,39.1,9
18809970,"female",78,179,80,21,100,40.8,128
10679668,"female",21,159,51,9,84,39.9,34
12549309,"female",47,157,57,2,86,37.9,9
16539107,"male",57,184,78,3,71,39,6
16208777,"male",33,182,85,29,107,40.8,185
14739649,"male",71,178,85,8,87,39.8,42
10038255,"female",69,191,88,6,82,38.8,23
11385282,"female",61,150,56,19,93,40.3,102
13557825,"male",29,182,79,29,100,40.7,145
11161294,"female",45,168,71,29,113,40.9,204
12305339,"female",38,169,74,3,82,38.8,11
13243725,"male",50,157,62,6,90,39.4,25
14554042,"female",31,149,52,23,108,40.6,150
16239426,"male",35,182,85,22,104,40.5,133
11850069,"male",22,177,79,16,91,40.4,53
16421631,"male",33,185,91,12,94,40.1,55
15352402,"female",27,169,69,27,116,41.1,190
19258496,"female",62,178,73,16,93,40.5,83
14679831,"female",34,155,57,26,109,40.9,171
19666541,"female",32,151,52,15,99,40,83
16089746,"female",32,176,69,15,102,40.3,85
11078039,"female",39,163,59,5,82,39.1,19
19005390,"male",34,187,91,26,110,40.9,183
16977964,"female",24,167,67,30,105,40.9,176
16064263,"male",41,182,79,5,86,39.1,17
13592166,"female",24,158,54,11,90,39.7,49
13220892,"male",53,202,107,26,100,40.6,176
17592037,"female",23,172,67,7,86,39.2,27
14047638,"female",38,159,59,22,110,40.2,148
12076927,"female",42,175,69,5,83,39.3,19
13763873,"female",56,172,65,27,108,41,183
19204964,"male",28,174,81,14,95,40.1,60
13817167,"female",76,148,52,19,96,40.5,114
14509437,"male",20,176,76,26,116,40.9,180
18556513,"male",31,182,89,18,103,40.1,104
13991141,"female",36,163,58,4,84,39,16
17003411,"female",37,173,74,15,83,40.3,55
10319374,"male",24,194,94,17,106,40.3,102
13842971,"male",39,171,78,19,94,40.7,87
15429861,"male",43,185,85,14,96,40.2,73
12692879,"male",46,195,96,29,107,40.6,210
14124820,"male",36,170,76,25,106,41,155
10235459,"male",22,183,84,1,76,37.8,1
17774025,"male",30,177,80,9,92,39.4,35
19304988,"female",25,150,50,21,107,40.5,133
15166142,"male",44,186,86,26,100,40.5,153
15257752,"female",23,181,78,13,93,40.3,57
11701631,"male",47,183,83,13,91,40.4,60
16540389,"male",57,186,87,25,107,40.6,190
15734602,"male",40,180,80,28,108,40.9,190
19932368,"male",29,192,92,26,112,40.8,185
13098248,"male",55,183,83,6,84,39.2,24
18361156,"female",39,165,65,19,106,40.4,119
14784975,"male",22,188,90,20,96,40.5,86
15689308,"male",51,191,94,6,82,38.7,22
12522612,"male",38,190,96,1,76,37.4,2
19190374,"female",38,168,67,8,80,39.6,27
17296410,"female",23,167,67,14,96,39.9,68
13038144,"male",41,201,108,18,95,40.4,98
17673313,"male",34,181,88,24,93,40.6,105
15600012,"male",73,186,92,26,115,40.8,252
16044841,"male",26,187,84,17,104,40.3,95
18618513,"male",20,185,82,15,102,40.2,74
13738449,"male",20,186,84,22,93,40.5,80
11083075,"female",38,154,62,29,105,40.9,179
11693394,"male",28,192,99,8,81,39.7,20
10143089,"male",30,184,92,3,74,38.7,4
11245527,"male",31,196,92,28,105,40.8,172
10692785,"male",28,161,66,17,92,40.4,59
19408264,"female",41,161,57,14,92,40.2,69
13899563,"male",23,171,71,3,75,38.8,2
18046883,"male",52,184,87,18,101,40.5,116
12548618,"female",32,176,70,24,101,40.6,133
13566849,"female",51,162,59,21,107,40.7,140
10549819,"female",30,161,54,5,80,39.2,17
10768653,"male",20,174,69,17,98,40.4,69
19312304,"female",62,156,57,26,105,40.8,173
17863290,"male",62,183,89,1,83,37.7,4
10828032,"female",34,179,68,19,102,40.6,108
10628674,"male",38,190,91,26,113,40.8,199
17285679,"male",38,197,104,16,97,40.1,89
18358247,"female",25,157,56,24,104,40.4,142
16170080,"female",21,169,60,5,84,39.2,18
10121663,"female",48,146,46,7,88,39.5,33
18580532,"male",35,174,73,30,114,40.9,219
16498113,"female",24,144,49,28,110,40.4,186
12510787,"female",54,166,71,23,103,40.7,141
12310632,"female",75,157,58,11,93,40.2,62
13640295,"female",21,176,70,2,78,38.1,6
15280775,"male",40,172,80,11,98,40.1,58
14398784,"male",51,181,84,3,75,38.5,7
12871421,"male",20,175,78,24,107,40.5,135
15172401,"female",60,162,60,24,98,40.7,140
18799994,"female",27,146,50,6,83,39.2,23
18855641,"female",46,169,73,19,101,40.5,109
16578345,"male",37,167,73,25,103,40.9,143
12052192,"male",69,190,93,24,105,40.5,192
14646801,"male",28,177,87,11,91,39.8,42
18805073,"male",65,191,87,23,103,40.9,170
19287036,"male",41,188,91,20,106,40.5,135
13866660,"female",21,156,57,9,79,39.7,28
17247244,"female",46,167,70,22,106,40.5,139
17573422,"male",40,198,104,29,110,40.7,220
16581669,"female",71,163,65,16,96,40.2,92
17382283,"male",23,194,92,9,95,39.6,38
14365744,"female",26,157,54,19,97,40.6,99
11015537,"male",32,205,111,16,102,40.2,98
14503730,"male",30,195,92,30,101,41,165
15085016,"female",54,181,81,19,95,40.4,97
19584126,"female",39,170,69,27,110,41.2,179
13273272,"male",30,185,87,4,83,38.9,11
10703018,"female",40,162,64,6,88,39,26
12492246,"female",37,168,66,19,94,40.6,93
14629732,"male",36,194,96,8,82,39.4,24
18423500,"female",29,168,62,6,89,39.8,26
10174276,"female",40,171,65,20,101,40.7,115
12214546,"female",37,158,57,27,106,40.8,171
17356135,"female",28,178,77,22,103,40.6,123
10837034,"male",32,197,97,27,111,40.9,195
18401140,"female",79,161,62,15,94,39.6,86
17849619,"female",30,173,69,3,89,38.8,13
12917082,"female",32,158,58,9,91,39.8,42
17409758,"male",26,198,95,5,88,39.3,17
15915110,"male",36,186,82,24,106,40.5,152
12859498,"female",21,182,79,27,110,40.7,167
12322337,"male",63,186,92,8,90,39.7,43
17214720,"male",70,186,90,6,84,39.3,29
14032506,"female",50,152,48,13,87,39.9,60
19385688,"female",68,158,58,14,85,40.2,65
18678774,"female",72,148,53,14,86,40,68
17307095,"female",61,180,77,24,99,40.3,137
19993804,"female",36,170,65,12,93,40.1,58
11916872,"female",21,166,59,17,94,40.2,80
10344005,"female",27,171,63,17,93,40.2,80
15536214,"male",21,176,75,17,88,40,46
18083162,"male",73,190,99,11,91,40.1,68
10484869,"male",21,178,79,15,98,40,65
12652194,"female",50,161,57,23,111,40.5,163
16092509,"male",36,185,79,6,89,39.1,22
11871729,"female",71,168,71,2,70,37.8,6
16828456,"female",29,164,64,16,96,40.2,80
15882595,"female",23,158,59,29,120,41.1,219
16834717,"male",33,189,91,25,99,40.8,133
12529768,"female",73,141,47,22,97,40.8,135
10706378,"female",75,178,76,6,90,39.2,30
14600903,"female",27,164,56,17,101,40.1,96
16407915,"female",35,172,65,19,97,40.7,99
18144547,"male",46,200,106,11,83,39.7,42
13531243,"male",54,182,81,20,106,40.6,143
10575242,"male",32,175,74,26,93,40.7,104
11568842,"male",21,190,90,7,88,39.3,21
16164473,"male",29,182,81,18,99,40.7,88
14215830,"female",44,160,61,1,79,37.8,4
15619276,"female",48,171,69,23,110,40.4,156
14065493,"female",79,158,60,17,98,40.6,105
15418365,"male",21,191,89,9,85,39.5,23
12988730,"male",78,185,85,24,97,40.9,169
19076934,"male",48,173,77,2,81,38,6
19227425,"male",34,185,79,21,92,40.3,85
13939926,"male",44,177,83,5,86,39,19
13033070,"male",69,168,72,2,79,38.4,7
19606143,"male",76,182,82,10,92,39.7,61
15867556,"female",51,159,62,11,82,39.8,43
10034058,"male",79,172,75,11,89,40.1,62
12886039,"female",41,148,49,17,95,40.5,91
15509426,"female",55,165,64,23,102,40.8,141
11685997,"female",23,169,66,16,97,40,80
13226857,"female",40,164,66,10,91,39.6,47
10053023,"male",37,185,80,18,105,40.7,111
18914851,"female",24,172,67,16,97,40.2,80
14524071,"female",34,160,63,29,119,41.3,220
14122037,"male",31,184,85,1,80,37.8,2
10710082,"male",59,190,93,22,93,40.7,126
10234654,"female",62,160,64,25,104,40.8,161
10808502,"male",27,167,67,14,91,40.1,46
15353081,"female",21,160,56,28,100,40.8,152
14576993,"male",44,183,89,14,88,39.7,58
11063451,"female",32,160,61,27,114,40.6,190
19669914,"male",45,183,85,4,98,39.2,22
13000045,"male",56,181,84,15,86,39.9,65
15659149,"female",27,185,78,9,91,39.8,38
16746432,"female",30,154,56,11,90,40.1,50
11996750,"female",40,168,65,8,88,39.5,35
10255842,"female",70,167,64,22,97,40.4,129
11378149,"male",63,194,103,25,94,40.8,157
15938431,"female",39,168,62,16,91,40.4,75
11111946,"female",28,155,54,11,87,40.2,46
12416063,"male",55,187,88,4,82,39.1,15
18544417,"male",43,184,88,4,89,39.2,17
14011540,"male",32,189,86,14,86,40,45
13502848,"female",21,173,64,7,83,39.6,24
13381599,"male",32,181,84,22,100,40.7,116
17678761,"male",79,188,93,21,107,40.5,184
15799596,"female",21,175,74,12,96,40,57
11699307,"male",55,175,84,8,89,39.7,38
11400717,"female",40,157,60,7,89,39.9,32
11640778,"male",76,172,74,10,94,40.1,63
19281057,"female",33,161,56,28,108,41.4,182
14545182,"female",50,177,73,6,88,39.3,26
10493760,"female",48,154,60,18,104,40.6,113
10354557,"male",44,175,78,15,100,40.5,86
15771654,"male",39,208,121,6,77,39.2,18
16405593,"female",38,164,61,20,94,40.6,100
11074101,"male",31,191,93,14,94,40.1,63
10374360,"male",73,199,97,22,107,40.9,189
13645229,"female",56,179,75,15,90,40.3,71
14019711,"male",28,171,70,17,103,40.4,89
15428277,"male",68,190,90,6,84,39.3,28
19660801,"male",59,164,68,8,81,39.8,27
18208440,"female",28,176,68,22,95,40.5,106
13289694,"male",57,182,84,28,108,40.9,215
18328637,"male",26,177,76,24,100,40.7,115
16942779,"male",77,205,109,12,81,40,61
11925808,"male",69,190,93,26,108,40.9,220
18573828,"male",67,186,90,5,93,39.4,30
11891700,"female",28,161,64,21,110,40.5,136
12800956,"female",20,164,64,15,101,40.1,81
14916834,"male",42,195,96,11,84,40.1,40
17148010,"male",51,184,93,3,84,38.5,12
13783528,"female",52,158,60,23,109,40.8,158
17548848,"female",29,166,61,4,89,39.2,17
16106250,"female",31,160,60,12,95,40.2,60
16748419,"female",23,176,68,18,107,40.4,109
10921011,"female",39,160,66,5,80,39,17
14761049,"female",25,167,65,17,96,40.7,84
14905505,"male",54,186,82,2,83,38.3,7
16395725,"female",42,163,60,10,90,40,47
13510781,"male",28,165,74,20,95,40.6,82
15804184,"female",28,173,71,12,94,39.9,56
11296917,"male",54,183,83,14,101,40.2,90
16021418,"male",56,194,97,8,91,39.9,43
